VAR,Ambient_Temp,CMBW_P0,CPU1_Temp,CPU2_Temp,CPU_Diode_1,CPU_Diode_2,CPU_VDD_Curr,CPU_VDD_Volt,CUR_VDD0,FREQA_P0,FREQ_P0#CMP_CORE,FREQ_P0#CMP_PROC,Fan_1,Fan_2,Fan_3,Fan_4,Fan_Power,GPU_Power,GPU_Temp_1,GPU_Temp_2,GPU_Temp_3,GPU_Temp_4,IPS_P0#CMP_CORE,IPS_P0#CMP_PROC,M4RD_MEM,M4WR_MEM,MRD_P0,MWR_P0,Mem_Cache_Power,Mem_Proc0_Pwr,Mem_Proc1_Pwr,NOTBZE_P0,NOTFIN_P0,PCIE_Proc0_Pwr,PCIE_Proc1_Power,PWRPX_P0,PWR_APSS,PWR_FAN,PWR_GPU,PWR_MEM,PWR_P0,PWR_VCS0,PWR_VDD0,PWR_null,Proc0_Power,Proc1_Power,SLEEPCNT_P0,System_Power,TEMP_P0#CMP_CORE,TEMP_P0#CMP_PROC,TEMP_P0PEAK,UTIL_P0#CMP_CORE,UTIL_P0#CMP_PROC,VOLT_V0,VOLT_V1,CPU_Core_Temp,DIMM_Temp,Mem_Buf_Temp
46.78,0.05379409781077271,0.13391870844637765,0.18464136754960947,0.1422150147672543,0.17014875483734188,0.16197990044341978,0.17564016615364422,0.16553723252531513,0.17726061388767506,0.15593540878090015,0.00625508568500631,0.1358288643793535,0.031031977960644018,0.032190975823180513,0.03134668041101094,0.030464283874955766,0.03076686935576992,0.13966233781997878,0.12583580081464446,0.14988057798010151,0.12545487233239197,0.16255835409590685,0.09803549986434831,0.10854513965962277,0.10410913968609888,0.1463798642691013,0.09864026498634035,0.12202802770098252,0.042588581146774204,0.05190930208129113,-0.006738553928286267,0.12671561996165773,0.12768912617739117,0.14104599200808085,-0.006442185593656367,0.16175957430449828,0.17456772290349842,0.03140893679063766,0.1567213682444658,0.10105896551637558,0.18000629910442223,0.10058527311514931,0.18045744242954154,0.1746524791876992,0.1767911548238748,0.07457296751005833,-0.11951648085993305,0.16244817799929215,0.1776681621520431,0.17710189215606825,0.17960293136532587,0.10017215889109703,0.13269569100547765,0.16622751853390128,0.1691124344628475,0.17776425013117306,0.06883697941610763,0.07971331783283635
13.83,0.2854498317454222,-0.0861573526427698,0.004976979186602559,0.08508938467638077,0.10576021568403643,0.11736804480591669,-0.07340616835099517,-0.07567529703829813,-0.058217165519211286,-0.08458926617188967,0.0021872055280854116,-0.05378041695158398,0.32007719697352416,0.3212228081187213,0.32248391543589905,0.3197140568871598,0.29333619027838365,-0.026202953232927866,0.13085177229191344,0.05800584085807105,0.10460864111148624,0.04676033045459462,-0.05889748147950115,-0.0580499402098327,-0.0400190573433836,-0.0606738997909606,-0.09449916674599333,-0.09585440532731347,-0.020578596584147988,-0.005420410737859786,0.07432147988690162,-0.09456470632041605,-0.09409188201339544,0.0036889335487591208,0.09603822823361452,-0.05184826209233648,-0.024918260833989618,0.29955751199539504,-0.028324771149926528,-0.03238648518584534,-0.045920585547091185,0.059479059387486696,-0.05959801988132304,-0.024895219226862997,-0.07329033759461082,0.02178441569681028,0.0761407704029794,-0.02415284186257153,0.04177313590913852,0.048696019457232925,0.029989913975403282,-0.05726708184041599,-0.06212603775410053,-0.05342763631327811,-0.04655917235249921,0.047205071058637645,0.2591295518207604,0.23531861757624198
8.41,0.059088494490842504,0.1499811027929771,-0.057595869478184944,-0.16459878662588154,-0.1246579096842485,-0.15426061008724012,0.0896117147300073,0.0252900748809727,0.11245781027786587,0.14932989802788485,0.023268084159962177,0.034743156460988474,0.11911654412221193,0.1179015817877452,0.11084678825728818,0.12262124535854291,0.12017864112114042,-0.15208938404389818,-0.21008331796199722,-0.2128353353355298,-0.22045217813461013,-0.17153325287879284,0.2122680912033287,0.1734691043771667,-0.08369212667982258,-0.056295792308168925,0.2212134167420621,0.17104012862875698,-0.003224739437570332,0.2144750522613395,0.17885958654488535,0.1525734168005657,0.1499611227823439,0.06110135486411322,0.18080809884619423,-0.026306870770825105,-0.08847149639695795,0.1208740883093994,-0.1609450344213178,0.06479493574986639,0.104955635639041,0.1507632757719999,0.09128762278201372,-0.08807840348944011,0.07937283377922402,0.06633841139158182,-0.1737946424585016,-0.08947435193221707,-0.11652181420273391,-0.12328826418878845,-0.09834776705430348,0.19012747794287058,0.1738495817657603,-0.013004992596164796,-0.022705990704874543,-0.12009038074948136,0.05284085563116575,0.007449560844858233
6.27,0.015122679703940498,0.1615319404131682,0.02659016197121175,-0.1389457381992989,0.011729453905803322,-0.024878351054582262,0.0008842740323133369,0.08514214390663966,-0.10225930163577329,-0.16283680082399493,-0.0028689753814750765,0.06095685739785913,0.023782614445891442,0.02058372698417264,0.02105159337117937,0.020711550538115492,0.02524317153868967,0.039566629806650745,-0.02755973413678016,-0.02876028070088366,-0.03426732715662276,0.024058545720544472,-0.3014408728262946,-0.21210758007716693,0.10277008354426374,0.1510447204517494,0.24567503479924718,0.251913954850967,0.07817561712873451,0.23263758659623704,0.1267278846151898,0.24587011754755705,0.24369542747826395,0.06453969021515903,-0.06050134095432171,0.013829189234030549,0.023518454254546604,0.026906540076219006,0.04065062663433551,0.2001535678243628,-0.05864828678468467,0.010525678795570897,-0.06614042852030766,0.02332129541955284,0.03306188678867912,-0.336394004325523,0.25413086569091214,0.02381985896018611,-0.026857260923190268,-0.035455350680859185,-0.02440187243237333,-0.3112771103565324,-0.25540507823506137,0.002550251177746675,0.01605088738106559,-0.03495023654531391,0.04372710246946175,0.03742439486054157
3.74,0.1408775821847832,0.11659549116994644,0.031090364135527057,0.08589042659670476,0.040003625066645676,0.030986199977305007,-0.018470253663258607,0.10152348994284242,-0.004040349830712553,-0.006703055005203434,-0.06833232622714636,0.03358208081669776,-0.005905286267012394,-0.002346595077754658,0.006821871720812554,-0.003861843519906038,-0.10225478439593624,-0.23995806373522174,0.08255460067301847,0.007948512285609976,0.14757698116901513,-0.0010223530463466669,-0.02218620825558655,0.033641960886666,-0.2302785919907267,-0.11060660337947985,0.19450196240579,0.13079751699821598,-0.17925391177062722,-0.0014345251548242006,-0.16111040223245762,0.1436093233954216,0.14283912334461077,-0.24844055187946187,-0.2523564605209365,0.1915622091111289,-0.19474939181726708,-0.10287688803587808,-0.22779339445709376,-0.22897026496226822,-0.030475887041047537,-0.32722504582794876,0.01934968657915839,-0.19456988939373215,-0.004161593476511037,0.079425673838542,0.024124142547565723,-0.21160582562008956,0.04934964290760955,0.050827833653409364,0.048636495722282014,-0.040370190552155044,0.018095357868307682,0.17563513779706308,0.15526641543331685,0.05326503924944087,0.14303740855213673,0.14478824566373888
2.87,-0.14640600540677254,0.08818416401605464,0.008010233810348738,0.06066588788167282,-0.03708612268725275,-0.0343853792377149,-0.028090371755108867,-0.038022472471935465,0.006069909704326304,-0.04497736015290954,0.016600251158770535,0.03070655944519282,0.053346563082412486,0.05916601547073397,0.07247813328129336,0.051923554091313884,0.07165430997395206,-0.018210828342786534,0.025031218499362372,0.01639794937716071,-0.02022387556028321,0.013160776722799281,-0.1359527610838583,-0.07933348188446299,-0.03383039016691024,0.006119330472672366,0.14891477497354352,0.1147808958483428,-0.28115792835412534,-0.28494207905069213,-0.42835776993234925,0.14195485619512466,0.14229536917735075,0.16372345084951162,0.33884443047646823,-0.017752873132549883,-0.007380477905095791,0.07036293990132547,-0.01753591177147794,-0.3416014744742276,0.05885815390552221,0.31702248626583873,0.012307907067164187,-0.006657166524266205,-0.0210685268693906,0.11260631564999743,0.07233273928831015,-0.008031959257896156,0.018008491758466628,0.029505771658200054,0.01131627960507439,-0.13083387884632758,-0.05686612185840834,-0.01572978845570237,-0.005305694568149713,0.030598671601115197,-0.2296240427014415,-0.17365495807550335
2.52,0.012195679684950032,0.01974328827650896,-0.015415246365339875,-0.23918116313409146,-0.05298778165945359,-0.10776338761016421,0.08297243320730943,0.07884678750598953,0.008182155760171395,0.0414343953517216,-0.06420068270715665,0.045304514169736965,0.14805561191199437,0.1449997494204469,0.13797593332282598,0.1583268310016147,0.13625809353478588,0.13662386267350118,-0.09976184274099954,-0.06778487152025549,-0.10203031206329652,-0.09465217144537955,0.1024968071581627,0.08178834203146439,0.24197785088672083,0.10326838954942315,-0.011198479414811285,0.02005917079788308,-0.008195446341850965,-0.31264620606240595,-0.3926577375009095,-0.010153840504089295,-0.011547699053527448,-0.058433092464075555,-0.41431994157421714,0.028862024180640867,0.08335725046959948,0.12949340583299598,0.11816953471864478,-0.04178573330151877,-0.030684326485248863,-0.26891913438658727,0.00881332733832153,0.08311797599248252,0.07517323727170057,-0.21971212523796466,-0.02561737791870893,0.1011825654569243,-0.080059652349309,-0.10848854137454157,-0.06332121329558364,0.08682350928757412,0.04524550898476878,0.02734351541570754,0.02008066329894653,-0.11108208240639912,-0.050079187609089366,-0.03152577440810757
2.14,-0.08286527491150857,-0.07189752730662491,-0.049557253626757294,0.05201260584736678,-0.11260204281663007,-0.09910638462313337,-0.045840090154810414,0.2117204993146665,0.028001190508578105,-0.09047008748934525,0.0173075002933728,0.17654698377856026,0.07814181442563628,0.06606612701599174,0.07693877813703537,0.0763614242428754,0.0635136619200288,0.0678096261445891,-0.17245867321175173,-0.06953502746273077,-0.13188508994772943,-0.0348065896588484,-0.2279959911942258,0.07447719962419713,0.004966243243928347,-0.11890377741471594,-0.10491715837798152,-0.14676457231403858,0.02455689455235441,0.047962409624452265,0.16160754991797513,-0.10652365272815155,-0.10288677951991455,-0.16280422117012114,0.10124961723638762,0.3556981503823581,0.0604160523138506,0.06457463795503252,0.05192302294242587,0.029015140070524352,0.058734322254768746,-0.07135119567645834,0.0755485890368625,0.059926981656913736,-0.005155199744797747,0.28862431205266925,0.16274639319575615,0.07308273657092387,-0.07017359233378123,-0.06813261600105909,-0.027582334746431843,-0.2472068121517688,0.050465057545598095,0.32961556777196316,0.3146411291023989,-0.06362505643979087,-0.10577596563903555,-0.17090406145672077
1.85,-0.3031564700092024,0.008888692651585935,0.044686912772133144,0.076214855996532,-0.023594616453426698,-0.019433677912145425,0.03495624528862151,-0.005627222591315428,0.020982103591742948,0.052670149153491164,-0.1818654217532114,-0.022242309559085766,0.08532113251001208,0.06339185382838818,0.05776153196902738,0.07051458348654342,0.2392982656663259,-0.14081995220013813,0.18276113216674572,0.01063777418341425,0.10867942769319738,0.0418482229122509,0.024594521210892516,-0.1180264211732607,-0.3570549326061343,0.08157766177889392,-0.04964010745859268,0.0070596292777311085,0.3844982114876973,0.015627573658260834,0.036438192682575754,0.03398282676298079,0.03658862752022576,-0.0076521394942275466,-0.1516087136294348,-0.01757793754442862,-0.06834342214557534,0.21997764566208655,-0.10230598913314522,0.14054109317488347,0.0009528001132714636,-0.09872051421294137,0.01677631304659688,-0.06820981852839282,0.029029877660489666,-0.03857990330222914,-0.051829932436384084,-0.10530819087493415,0.08819968959071257,0.08169769575050807,0.0698078823106698,0.05787431100943251,-0.04991612840675148,-0.01405662939522337,-0.014288225003190344,0.08232483220264754,-0.33766444059036316,-0.36135899365406304
1.71,0.028626899390063635,-0.0008542602474277131,-0.016125455637183674,0.005624864858133155,-0.002033266855953328,0.00020401484313044976,-0.029612728367617795,-0.02395220696109094,-0.013410324145190224,-0.038903309494449784,-0.9703960836241092,0.0067228771578490415,-0.01159465880295173,-0.007659641526748917,-0.00663560672612841,-0.00949383115156302,-0.0462600655971287,0.04138273725591324,-0.001019213038351896,0.011712732336679466,-0.02119298675713374,-0.0033867290712779226,0.003818117417167274,0.06945498095308682,0.1061664338950568,-0.02418615581147517,0.026064565983676926,0.0060893252751571805,-0.04404901037065692,0.04541408435287409,0.02405257824276809,0.00037575985683133085,-0.00048327224490607185,0.006864018931217354,0.08942521828628504,-0.01316375029699191,0.020782781031289298,-0.03887642863037628,0.03013606931705257,-0.009364296241423644,-0.0053223696982241395,0.053770154595541665,-0.01464067420426223,0.020497038854596552,-0.031594695371395164,0.052572593465245204,0.03833685632904947,0.03207862525610879,-0.021961062463421794,-0.012993659787940127,-0.017860653286953007,0.00020087765165834534,0.03895678710859298,-0.013441938935295855,-0.014656690453056623,-0.014947294203200635,0.03254018979722993,0.046018879487122875
